,champ0,champ1,champ2,champ3,champ4,win
1922,202,254,134,86,161,False
1923,113,114,497,238,110,True
1924,11,22,61,48,412,True
1925,64,50,67,45,12,False
1926,497,25,498,24,28,False
1927,80,19,91,29,1,True
1928,79,126,117,18,63,False
1929,5,99,113,119,223,True
1930,25,202,245,240,24,True
1931,83,432,238,6,113,False
1932,240,25,120,222,127,False
1933,18,58,37,102,1,True
1934,114,5,37,51,163,False
1935,45,82,19,89,21,True
1936,61,53,141,58,18,True
1937,75,33,81,16,1,False
1938,43,127,133,236,64,False
1939,113,134,498,37,107,True
1940,12,56,22,245,126,False
1941,41,9,79,45,81,True
1942,40,236,5,25,59,True
1943,238,254,42,113,79,False
1944,23,17,21,15,516,True
1945,44,29,45,75,19,False
1946,133,64,38,119,412,True
1947,15,432,34,113,41,False
1948,53,82,498,33,103,False
1949,111,120,58,63,67,True
1950,61,23,75,110,54,True
1951,164,236,32,40,74,False
1952,69,18,62,120,86,True
1953,51,103,141,40,68,False
1954,32,29,61,497,106,False
1955,59,99,21,31,432,True
1956,103,89,51,5,57,True
1957,432,163,18,120,111,False
1958,157,45,516,110,79,True
1959,9,90,201,81,86,False
1960,150,63,59,16,11,False
1961,79,267,50,112,222,True
1962,122,61,98,18,53,True
1963,25,81,42,120,84,False
1964,222,157,44,91,33,False
1965,202,23,59,143,34,True
1966,115,113,19,412,29,False
1967,18,44,104,98,26,True
1968,102,92,429,63,4,True
1969,45,498,98,497,120,False
1970,18,74,5,84,86,True
1971,31,107,497,157,51,False
1972,120,143,8,51,150,False
1973,27,25,79,40,119,True
1974,202,106,150,89,245,False
1975,157,122,40,32,110,True
1976,150,99,31,67,11,False
1977,86,56,55,40,51,True
1978,53,39,15,4,33,True
1979,76,81,119,141,412,False
1980,40,98,19,61,18,True
1981,75,157,110,33,267,False
1982,98,19,18,17,157,False
1983,11,236,497,24,245,True
1984,236,18,31,59,16,True
1985,29,43,11,61,122,False
1986,412,13,202,24,238,True
1987,516,157,18,12,60,False
1988,412,67,64,1,78,True
1989,51,11,126,45,37,False
1990,44,134,222,157,79,False
1991,254,223,22,90,16,True
1992,22,10,122,432,61,False
1993,64,201,29,92,131,True
1994,15,40,59,112,154,False
1995,157,104,24,53,115,True
1996,19,40,8,29,238,False
1997,10,21,412,103,11,True
1998,4,16,119,59,141,True
1999,50,40,75,121,15,False
